店铺id,店铺名,评论总数,人均价格,标签1,标签2,详情链接,图片链接,店铺总分,city_id,推荐菜,全部菜
Gapz4xAbSE4EmKu0,School Food Blooming Mari,8条评价,￥57,更多美食,元朗/天水围,https://www.dianping.com/shop/Gapz4xAbSE4EmKu0,http://p0.meituan.net/poipicadd/e4a4adf3c0bdce10896ec21dfa4267e5241454.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,341,,
H3tuJFZoM0kFmaNe,Chicken Chiko,7条评价,￥0,韩国料理,天后/北角,https://www.dianping.com/shop/H3tuJFZoM0kFmaNe,http://qcloud.dpfile.com/pc/eWuT84lE4X9kKjGh3R99FyQq7FNFecrlvFf0VrFU7vM6LhM5mo9xh_TBdVFsdo7-bKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,341,,
k7dhyynwFb7bR5Zk,新沙洞大排檔,94条评价,￥245,韩国料理,大角咀,https://www.dianping.com/shop/k7dhyynwFb7bR5Zk,http://p0.meituan.net/poipicadd/b7a1660ae1e17f7c3229641ec61b8eed174582.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,341,,
H1TZmYYUjBmJagFr,泰麵,14条评价,￥121,泰国菜,观塘/九龙湾,https://www.dianping.com/shop/H1TZmYYUjBmJagFr,http://qcloud.dpfile.com/pc/ArimipQcqjvoCErK9cTuxv2hhezZmVSALAjXP6bxOHbAxzdekhTcSA766YY2lur4bKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
H91DQ7zPyzESlhDv,牛奶冰室(錦繡花園),14条评价,￥0,茶餐厅,,https://www.dianping.com/shop/H91DQ7zPyzESlhDv,http://qcloud.dpfile.com/pc/OgfCl_mMTOPv15f0JbhKh94DAACmECPIyFp0s8tKz_igyRN0TVJ3isxCoRdI3HU3bKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
H697ofGIPwVStw0J,すき家(旺角店),98条评价,￥45,日本料理,旺角/太子,https://www.dianping.com/shop/H697ofGIPwVStw0J,http://qcloud.dpfile.com/pc/TUj2AnP8cbr9LHOpl-Zp61-mSToVkntHGLqbe1ot474fL8Syu2VYB8L4J0OuHB33bKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
k8YPD9s8PFMnYteQ,James Suckling Wine Central,39条评价,￥579,韩国料理,中环/上环,https://www.dianping.com/shop/k8YPD9s8PFMnYteQ,http://qcloud.dpfile.com/pc/LYcRDe0VL8xOtO1UbXtveqserZP-fgRg3-tUnPc0ARx17POIaMMhM190jtiwP-sPbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,341,,
G4pFdc84irGPhKTk,首尔石锅烧,92条评价,￥70,韩国料理,旺角/太子,https://www.dianping.com/shop/G4pFdc84irGPhKTk,http://qcloud.dpfile.com/pc/7I7Mf9XxPOooy5Vq91Exsdx_ysifY-n0aodGUKvL3ab4Fih5q7Hv5AZYTWKdG1SKbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,341,,
k2b767LlGtoQRp56,文华冰室,108条评价,￥68,茶餐厅,尖东/红磡,https://www.dianping.com/shop/k2b767LlGtoQRp56,http://qcloud.dpfile.com/pc/ogS6C32fpY7iG-ZgdNlpr4DoarV3q-GgPQ-Fpib8q5MrCjJQd8ql1kYFLUFrR_WIbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,341,,
H7CUzp9gcNvWJgUN,Bingo & Cook(尖沙咀),17条评价,￥293,韩国料理,尖沙咀,https://www.dianping.com/shop/H7CUzp9gcNvWJgUN,http://qcloud.dpfile.com/pc/ZMfYfO432vd2oSKrMZw9_oaedNffYF_BQH-FK9Nhg5eyNl-Yq-8w14dGUfPcLfhubKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
G5ImCEWNKbhxR3sf,PURADAK CHICKEN,27条评价,￥174,小吃快餐,将军澳/科技大学,https://www.dianping.com/shop/G5ImCEWNKbhxR3sf,http://qcloud.dpfile.com/pc/Gno1fYL4gDRnmXWbVKJ_37gmoeVK5O5F3PHWk1H5xtoW2o0Pn5aTguX_PQEudt5rbKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
l6n5dC8Gyc0JDuEd,麦当劳(金钟海富中心店),174条评价,￥42,小吃快餐,中环/上环,https://www.dianping.com/shop/l6n5dC8Gyc0JDuEd,http://qcloud.dpfile.com/pc/kX94knYbGUwxvhkH8P8ylKNuobPYA4Q8ta8hWTs91to-6nbDDJnfJwPyRaeIkFSNbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,341,,
H7K4UR9kiv8CLjQt,Slow Cow(K11 Art Mall店),63条评价,￥134,日本料理,尖沙咀,https://www.dianping.com/shop/H7K4UR9kiv8CLjQt,http://p0.meituan.net/overseas/47d0904ec73212b8a9f87ea61020da9b37472.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,341,,
H2KwYRWRBOQd2aM0,百份百餐厅(保安道),51条评价,￥57,小吃快餐,长沙湾/荔枝角,https://www.dianping.com/shop/H2KwYRWRBOQd2aM0,http://qcloud.dpfile.com/pc/KNlspec_9-J2pCzusBhO36xKJjFKVZHi__FCuSVHNawYSd5pUM0-W-zUkaRdWbyobKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
k9RmpMxCdwS9Kran,韩川,27条评价,￥234,韩国料理,旺角/太子,https://www.dianping.com/shop/k9RmpMxCdwS9Kran,http://qcloud.dpfile.com/pc/6TSySDrK-KJ_FWSnkpmC13Ylv8hVERrAoICyDnvEOVsN56-_QiKuOvyio1OOxsRtbKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
k4GNKSHKO2GyZaVt,PURADAK CHICKEN,8条评价,￥168,韩国料理,大角咀,https://www.dianping.com/shop/k4GNKSHKO2GyZaVt,https://p1.meituan.net/poiugc/273e6b67aa081d49421a4653492b5eae156223.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,341,,
k765LF9lHMMeXyQy,Wingman(中环店),88条评价,￥151,美国菜,中环/上环,https://www.dianping.com/shop/k765LF9lHMMeXyQy,http://p0.meituan.net/poipicadd/e4c9864f7c3ee03553ff208d55a96ef5680616.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,341,,
k5sRZY6qr34ioE80,반찬앤쿡 Banchan & Cook(時代廣場店),245条评价,￥172,韩国料理,湾仔/铜锣湾,https://www.dianping.com/shop/k5sRZY6qr34ioE80,http://p0.meituan.net/poipicadd/c9b7f7acf6d487a5010cb77c321e6923615167.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,341,,
H6vmi6E4TX2ATxFv,韓閣 Korean Loft Cafe - 荃灣分店,173条评价,￥117,韩国料理,荃湾/青衣,https://www.dianping.com/shop/H6vmi6E4TX2ATxFv,http://p0.meituan.net/poipicadd/c84fb3dd8749036342fb0900bc382dc4569484.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,341,,
l1I500ZPuFI3oHBb,元気寿司,4条评价,￥82,寿司,荃湾/青衣,https://www.dianping.com/shop/l1I500ZPuFI3oHBb,http://qcloud.dpfile.com/pc/lnYm3wp8eCfHAWaEqGt7jMQEz52zs_SWEzcaeGz0hg-QS8mZfO1Y_kfZdFknlLWobKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
l3PwDU3cr9QYGmke,麦当劳(康泽花园店),70条评价,￥54,小吃快餐,天后/北角,https://www.dianping.com/shop/l3PwDU3cr9QYGmke,http://qcloud.dpfile.com/pc/MNaMAhQQUeL7hkoKKrI-IuyP7NEJ94H9F7YPrlSXJREf-C60XS1ZLhaJmRN2Hng_bKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
G4vEiFgkTVois9SD,The Jang(K11 Art Mall店),105条评价,￥252,韩国料理,尖沙咀,https://www.dianping.com/shop/G4vEiFgkTVois9SD,http://qcloud.dpfile.com/pc/hoFZ1NmsYdpEXELIvWGR0fn3Mq3DQFKbwr6VRaKfjjiLGgLcesjY0MnF9oanCHImbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,341,,
G9cZbGtmgJ8ZqhY5,韩乐,66条评价,￥47,韩国料理,荃湾/青衣,https://www.dianping.com/shop/G9cZbGtmgJ8ZqhY5,http://qcloud.dpfile.com/pc/6tDmroz8K_4e7lgFZixIBuaCMoWZF-mCIybbMkj11lxUYT4oEaurKn6_Sc_-uOXZbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,341,,
H12IsvkmrouYFwUi,MOS Burger(康怡广场店),17条评价,￥52,汉堡,鲗鱼涌/太古,https://www.dianping.com/shop/H12IsvkmrouYFwUi,http://qcloud.dpfile.com/pc/cc6PfJoOYxpwTJpoGdICu_1RjPlSlb2447Vj5Lo7IMC5ckncn2uz6BnwebDl3v1mbKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
G6vxu3FUMVvacVF2,大家乐(荃新天地店),272条评价,￥41,小吃快餐,荃湾/青衣,https://www.dianping.com/shop/G6vxu3FUMVvacVF2,http://p0.meituan.net/apiback/80c586526f1aef196560bdcd1435003f75527.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,341,,
EaXnVvzQC3RpqTLn,谭仔三哥米线(西洋菜南街店),154条评价,￥57,小吃快餐,旺角/太子,https://www.dianping.com/shop/EaXnVvzQC3RpqTLn,http://p0.meituan.net/overseas/f1a597788f1bd7c301ae78995b1f1f5c727046.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,341,,
k1HlJRChevYAFQMS,范克廉楼咖啡阁,45条评价,￥24,小吃快餐,https://www.dianping.com/shop/k1HlJRChevYAFQMS,http://qcloud.dpfile.com/pc/tMuD-i_2_bFZ7qgG3O2kHQ-hPDKJvbV8ouxQceM5gap4uOhzbusutxhaYzmPi5YPbKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,,
HaBTOjJKrsqQHpWd,肯德基,5条评价,￥36,小吃快餐,大角咀,https://www.dianping.com/shop/HaBTOjJKrsqQHpWd,http://qcloud.dpfile.com/pc/A-ZiLpcq9zNZCXxTA8VRX2I1jjNax9gLjy3hkjqGhzg0pUlE80XOPlInPTnkJtEjbKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
kaTgyCX1yVQfJwOU,GYOJASANG,89条评价,￥582,韩国料理,湾仔/铜锣湾,https://www.dianping.com/shop/kaTgyCX1yVQfJwOU,http://p1.meituan.net/poipicadd/e7e1d0be2a9c75fb3d9f9858412ec213643617.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,341,,
FmcUlCy2OurujTMI,山水清汤腩,87条评价,￥56,小吃快餐,油麻地/佐敦,https://www.dianping.com/shop/FmcUlCy2OurujTMI,http://qcloud.dpfile.com/pc/Ye_DBIiUm5cmZI7zfSoWqmbrO8Q0mq6qiQ_vvrjgTzK8QDOfHvr0HFPbgU8uhSebbKcq9vnEaGy3xLEf-_v_oA.jpg,5,341,,
l3mVYorilIBn1kYj,SOYmart by 豆乳狂人,83条评价,￥42,甜点,荃湾/青衣,https://www.dianping.com/shop/l3mVYorilIBn1kYj,http://qcloud.dpfile.com/pc/05iabzNNC2KCc3KzQqTBXQKmG1OgkVZ1KeNeXCV66np5A1dtNM723PBv4iYRCNuIbKcq9vnEaGy3xLEf-_v_oA.jpg,5,341,,
G3GIORHFxqhWOo9M,Running 烧,99条评价,￥193,韩国料理,旺角/太子,https://www.dianping.com/shop/G3GIORHFxqhWOo9M,http://qcloud.dpfile.com/pc/9fXYHAgW5_0D5ynq1mUoAVP29xHykKjh5aFkkPQ_ZlCwQ22aPczvkt7hEH2bBNKRbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,341,,
G5er9UqrnxobCfwC,大家乐(建隆楼店),26条评价,￥37,小吃快餐,西环/香港大学,https://www.dianping.com/shop/G5er9UqrnxobCfwC,http://qcloud.dpfile.com/pc/RqnoO9qUtX3nF1VpqGE499a4z3EDswamd25YRj2PHZYW2o0Pn5aTguX_PQEudt5rbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,341,,
EXR4KfovHOzXIAeN,大家乐(屯门市广场店),147条评价,￥45,小吃快餐,屯门,https://www.dianping.com/shop/EXR4KfovHOzXIAeN,http://qcloud.dpfile.com/pc/GRnSg2Hb1bFzkSv-c60DrIKSX3Rvs-pGs5BKIAU_SIvRn75Un_SBhWR3Aox7KgcQbKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
G8RjhEgI445ajJkz,面档,74条评价,￥59,小吃快餐,湾仔/铜锣湾,https://www.dianping.com/shop/G8RjhEgI445ajJkz,http://p0.meituan.net/overseas/2d13e9f6e91c3cca587378c17c25700d1350767.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,341,,
G64L6qCkn58es6qT,喫茶ちょうぼ(K11 Art Mall店),147条评价,￥165,汉堡,尖沙咀,https://www.dianping.com/shop/G64L6qCkn58es6qT,http://p1.meituan.net/poipicadd/2db7658bd7b536899790121e64c1c377450957.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3,341,,
H8ci3iIiFnyrWrPG,敏华冰厅(銅鑼灣),192条评价,￥70,茶餐厅,湾仔/铜锣湾,https://www.dianping.com/shop/H8ci3iIiFnyrWrPG,http://qcloud.dpfile.com/pc/NKDfhJpQ1HZrcHxBhF4N5btEu9ClmCMTsbDXTupGJlX-U8Qa0LzrmFRWfoGU7bVcbKcq9vnEaGy3xLEf-_v_oA.jpg,4,341,,
G42PmdfXVY5yLKm2,快乐蜂(永光广场店),633条评价,￥49,小吃快餐,澳门半岛,https://www.dianping.com/shop/G42PmdfXVY5yLKm2,http://qcloud.dpfile.com/pc/cqj3bcAoqn6lW8QSDOmyj9HAV9F4UhaFK3cbw0F56Ui5m9ai5Dwcre_SlpgUg8LobKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
l8WOdmJ2bEiP9qfq,快乐蜂(凼仔),257条评价,￥51,小吃快餐,氹仔,https://www.dianping.com/shop/l8WOdmJ2bEiP9qfq,http://qcloud.dpfile.com/pc/jBW-miNRs4pxVj_nCona5w41vehTJORwXBitqsZ_0jZ5tn8kypBcqNwHnjg96EvTbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
H5UrM8FbJXzf8y8H,大堂街秘方炸鸡(大堂街店),1857条评价,￥47,小吃快餐,澳门半岛,https://www.dianping.com/shop/H5UrM8FbJXzf8y8H,http://qcloud.dpfile.com/pc/8FtqVqQ4MBZE7vnTa48YW6TdbjRPMHfKWs9r_-ntkVc9thrOHKCZqVapCs44Fv_zbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
H2dwF9ocEu93MHb3,派克(筷子基店),38条评价,￥28,小吃快餐,澳门半岛,https://www.dianping.com/shop/H2dwF9ocEu93MHb3,http://qcloud.dpfile.com/pc/gknFMK6ywPfFuyMaDWsC-iB1MsdGINgFSlKqYnVFd-eLGgLcesjY0MnF9oanCHImbKcq9vnEaGy3xLEf-_v_oA.jpg,5,342,,
l4S4tOTuxwHLiQrQ,海王冰室(氹仔店),3021条评价,￥87,茶餐厅,氹仔,https://www.dianping.com/shop/l4S4tOTuxwHLiQrQ,http://p0.meituan.net/overseas/e2d44243761fb0616f4da908172592a11275399.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,342,,
k7MXPsw7TJzHlW1L,韩国首尔炸鸡店,33条评价,￥80,韩国料理,澳门半岛,https://www.dianping.com/shop/k7MXPsw7TJzHlW1L,https://img.meituan.net/dpgroup/da8aeade96fb4c562d5eb24dfdb4f30299971.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,342,,
H2kBxYzlYg2eab7F,Lotus Chicken Shop 蓮花炸雞,25条评价,￥35,小吃快餐,路环,https://www.dianping.com/shop/H2kBxYzlYg2eab7F,http://p0.meituan.net/dpmerchantpic/8f349bc4513d800d5c577cb53bb130e32520019.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,342,,
H3qmx1X7fqxQx6p7,2派克脆皮鸡排(宋玉生店),36条评价,￥34,小吃快餐,澳门半岛,https://www.dianping.com/shop/H3qmx1X7fqxQx6p7,https://p1.meituan.net/poiugc/30d2a75dcc1b17cb7cad558c94fcf34f2643018.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,342,,
k4kYznLKgCcYA6FE,均安隆美食,1150条评价,￥58,茶餐厅,澳门半岛,https://www.dianping.com/shop/k4kYznLKgCcYA6FE,http://p0.meituan.net/overseas/a60aabdddfc2ff7a15157df0e2eaa2d5494064.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,342,,
l7V3P8yMtmHtaKnD,快乐蜂(信和广场店),37条评价,￥57,小吃快餐,澳门半岛,https://www.dianping.com/shop/l7V3P8yMtmHtaKnD,http://qcloud.dpfile.com/pc/IPo9FWnOJfHUcQ3D6mOszJe42niDVTbxKEQqXPMiHubChLLd2xH9HfqaUw41LpAhbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
G6Hsn4ll3rYaHsgy,贡乃烤鸡(氹仔店),710条评价,￥119,韩国料理,氹仔,https://www.dianping.com/shop/G6Hsn4ll3rYaHsgy,http://p0.meituan.net/overseas/f80d0527514130e7862aa242bbcbd1e5391295.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,342,,
HaSAF2NQkQ9QfXcz,胖老爹(澳门花城店),29条评价,￥47,小吃快餐,氹仔,https://www.dianping.com/shop/HaSAF2NQkQ9QfXcz,http://qcloud.dpfile.com/pc/za966lSrJ_fS07_wSq47VD2gsFFqAubHwvrCzOBQUUQfe4ESXuS__HTizXbvb3P8bKcq9vnEaGy3xLEf-_v_oA.jpg,4,342,,
l3PQaHWrlU0ZiIMP,屋里炸鸡,31条评价,￥62,小吃快餐,澳门半岛,https://www.dianping.com/shop/l3PQaHWrlU0ZiIMP,http://qcloud.dpfile.com/pc/wGxLJLz0E5y1aibPtwmzfwNgrDD_wzOxkN3RT1l15QNuPZT6T-DqHOMf7cEoDnZGbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
l1i7Fb33ii711gyh,荣记小食,153条评价,￥35,小吃快餐,澳门半岛,https://www.dianping.com/shop/l1i7Fb33ii711gyh,http://qcloud.dpfile.com/pc/80N_2pN8Emf4HfinBvxpMqUnbHx_Sa2r_xvmost8Kn-kny307jm2VFt7_Mp2KreTbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,342,,
k8NIesPw9xlNbUwe,胖老爹炸鸡(澳门店),28条评价,￥50,小吃快餐,澳门半岛,https://www.dianping.com/shop/k8NIesPw9xlNbUwe,http://qcloud.dpfile.com/pc/2EXxqc8ZaoPcIcRUL4DcxiYcB0Xa_aCXM3kY2sEP8JqZF3i9TcL3rCu_Q6VZfXrkbKcq9vnEaGy3xLEf-_v_oA.jpg,4,342,,
H56kNQbSLAV35py8,兔兔炸雞,-,￥0,更多美食,澳门半岛,https://www.dianping.com/shop/H56kNQbSLAV35py8,http://p0.meituan.net/poipicadd/e5b546dbada692c6fddaa28dcb04902291660.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,0,342,,
G7OcWDi2Z8IHsBgj,屋里炸鸡,26条评价,￥58,韩国料理,澳门半岛,https://www.dianping.com/shop/G7OcWDi2Z8IHsBgj,http://qcloud.dpfile.com/pc/HxGoJunj_UY9wUEU_vlEkRVDLg4vc6hdxmJYu43E5B5M0wAYLEIz_v9tRtctzr3YbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
l1sHQMGHxJJQjnGw,2派克脆皮鸡排(信誉名门店),35条评价,￥34,小吃快餐,澳门半岛,https://www.dianping.com/shop/l1sHQMGHxJJQjnGw,http://qcloud.dpfile.com/pc/ncXye8ZQXe4fZVbDhlsBYr7MdJnxWI_kqzwo0zotkIqpRKzSBzQnLPwzWURFZUAvbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
k5gsew1bvhp39TE5,豪大大鸡排(凼城店),12条评价,￥30,小吃快餐,氹仔,https://www.dianping.com/shop/k5gsew1bvhp39TE5,http://qcloud.dpfile.com/pc/oH4_-98kkAnD2072czyNQ8lf7Inev21ef-JnU4QVezgnC5tacyrnsfycSXExtz4DbKcq9vnEaGy3xLEf-_v_oA.jpg,3,342,,
k7yRDShrZli2kACV,華人冰室(官也街店),3367条评价,￥48,小吃快餐,氹仔,https://www.dianping.com/shop/k7yRDShrZli2kACV,http://p0.meituan.net/overseas/1d33024fcc77ad868b6c7d9c06c112ea384886.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,342,,
k8NSHwUr9DeYeHAg,Shake Shack(澳门伦敦人店),2358条评价,￥94,汉堡,路氹,https://www.dianping.com/shop/k8NSHwUr9DeYeHAg,https://p0.meituan.net/dpmerchantpic/cff61e15f5029f8034102fa1c6dba0d7176443.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,342,,
G8FytRPaWVMGmZvH,船妈泰面,419条评价,￥68,泰国菜,氹仔,https://www.dianping.com/shop/G8FytRPaWVMGmZvH,http://qcloud.dpfile.com/pc/UHaTx2Chqfy3OE6dVWrcjkh0e9m3Pe5rnRzW3ioyVKm5dTMBG8P69i-vzcEzx7dLbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
G8iD44Ydq2ewwozp,非凡小食,20条评价,￥45,小吃快餐,澳门半岛,https://www.dianping.com/shop/G8iD44Ydq2ewwozp,http://qcloud.dpfile.com/pc/t6iFNjrRXg89Xp2t0GjzoDob6USqco2fjDFf4uI8BTmIwwaR8s_WYruHjDqJ5KVGbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
Fk8dtLyaIK0KvXW3,百乐门粉面店(二龙喉分店),1382条评价,￥41,面条,澳门半岛,https://www.dianping.com/shop/Fk8dtLyaIK0KvXW3,http://p0.meituan.net/overseas/4cf39b3d800a3d125a08fb722671cd87374987.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,5,342,,
H879TtR9g5gBKcya,都可炸鸡,-,￥0,小吃快餐,澳门半岛,https://www.dianping.com/shop/H879TtR9g5gBKcya,http://qcloud.dpfile.com/pc/lwAZwxi9mMC-EsEkMbUwpa7xwDxgdDWSRoeqMHCIRbfUstB2DXDqT2qGlFI0FD13bKcq9vnEaGy3xLEf-_v_oA.jpg,3,342,,
H5cvOqNDflXTfxv6,九宫格炸鸡,2条评价,￥0,汉堡,氹仔,https://www.dianping.com/shop/H5cvOqNDflXTfxv6,http://qcloud.dpfile.com/pc/Fh5j_DzC39RBDLpIhrX6sHxbTSUih3xtuLItRB1t7HiPehjCOzPN2DK1MQtsjbXYbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,342,,
H6GcYzIFlehDjDeP,華人冰室(新濠影滙店),2068条评价,￥85,茶餐厅,路氹,https://www.dianping.com/shop/H6GcYzIFlehDjDeP,http://p0.meituan.net/overseas/83c3a415f1d921bb4ceb24757a9d20f9508548.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4,342,,
G2It6qcDVlOv9Zr6,巷口炸雞,4条评价,￥0,小吃快餐,澳门半岛,https://www.dianping.com/shop/G2It6qcDVlOv9Zr6,http://qcloud.dpfile.com/pc/pyKOXdppUUrIE653WoaIWsi3-n6PJYi12BTDRW8pgCkgX4MZOpGNaFtM93oSSizbbKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,342,,
l5IM5PHVWOHBUfDK,招堂炸雞,4条评价,￥0,奶茶/果汁,澳门半岛,https://www.dianping.com/shop/l5IM5PHVWOHBUfDK,http://qcloud.dpfile.com/pc/V_utrjh4mi1FXfTbg4F_u3CKC0nPp9jJzFOJizZJyQbdz0T7FCpDSEZhirUeDjz8bKcq9vnEaGy3xLEf-_v_oA.jpg,3.5,342,,
EAD9AizYJ9X4SRvA,炸鸡之家(伟业大厦店),6条评价,￥0,小吃快餐,澳门半岛,https://www.dianping.com/shop/EAD9AizYJ9X4SRvA,http://qcloud.dpfile.com/pc/0jW38OM8pEJsUsNJPI8TrShxO71wypdf9GrTYIjpFgUk_8jvD9Uj-YY77xBNnHR4bKcq9vnEaGy3xLEf-_v_oA.jpg,4,342,,
l3KHKhUZKEcEF9BP,海王冰室(置地酒店分店),596条评价,￥80,茶餐厅,澳门半岛,https://www.dianping.com/shop/l3KHKhUZKEcEF9BP,http://p0.meituan.net/overseas/f794ae4f4dee1698d0a2012cc82d4768865648.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,342,,
G3z9oaU8gqlKzZpl,喜莲咖啡,6138条评价,￥43,茶餐厅,氹仔,https://www.dianping.com/shop/G3z9oaU8gqlKzZpl,https://p0.meituan.net/dpmerchantpic/81f9426d8093335d017a6303f2c9fa822150869.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,342,,
l4Os7ekylgt6Sk78,肥仔文美食(氹仔总店),3577条评价,￥130,中餐,氹仔,https://www.dianping.com/shop/l4Os7ekylgt6Sk78,http://qcloud.dpfile.com/pc/EgpgnwXq-SIT5-LFnhBD3Xrjjn8FD_ye9gm0cPvu0E2QS8mZfO1Y_kfZdFknlLWobKcq9vnEaGy3xLEf-_v_oA.jpg,4,342,,
GajVGEnAyWkEQsxp,扒皇烧,647条评价,￥157,葡国菜,氹仔,https://www.dianping.com/shop/GajVGEnAyWkEQsxp,http://p1.meituan.net/overseas/a53878d4bace038fc37f4d67de7e40931471602.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4.5,342,,
H1PWZZvTHnSenUI6,小考拉韩式炸鸡,1条评价,￥0,更多美食,澳门半岛,https://www.dianping.com/shop/H1PWZZvTHnSenUI6,http://p1.meituan.net/poipicadd/0f8f035a4bf81d2c505d3518389f1f85150220.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3.5,342,,
k7HHWIBKS6JIkEmy,麦当劳(新濠影汇店),214条评价,￥80,小吃快餐,路氹,https://www.dianping.com/shop/k7HHWIBKS6JIkEmy,http://qcloud.dpfile.com/pc/ux2dK9p96ui8hIo54e4ABzu7vGE9p2LXQka3jiBB9GNkNeeA92AtNcRk2X8X-PEzbKcq9vnEaGy3xLEf-_v_oA.jpg,4,342,,
iHofIll1HBzwc64l,妈阁铭记澳葡美食,746条评价,￥102,茶餐厅,澳门半岛,https://www.dianping.com/shop/iHofIll1HBzwc64l,http://qcloud.dpfile.com/pc/PpQW_PlX8d7bF1Y30_Es8EEyXYIR8k4Ryqjfmn4OMqwjJnc0UtuLqmobEMP_5CzwbKcq9vnEaGy3xLEf-_v_oA.jpg,4.5,342,,
GayWwxSb7W8zxkK2,轟炸雞,-,￥0,更多美食,澳门半岛,https://www.dianping.com/shop/GayWwxSb7W8zxkK2,http://qcloud.dpfile.com/pc/yK1uD5Ai3424rHm8OP0kdP5_iegmx5Dbb2WOex31iE-zMTND1wtmgUB-zFx-qiG-bKcq9vnEaGy3xLEf-_v_oA.jpg,3,342,,
l3AlynMGe3ReVnXs,权记煎炸小食(下环街市市政综合大楼店),23条评价,￥19,小吃快餐,澳门半岛,https://www.dianping.com/shop/l3AlynMGe3ReVnXs,http://qcloud.dpfile.com/pc/XBO-9iJuRzonFxBxM4HzjigoTEig02Nxk1oJa58FIXTEdoxiutxyE8UKBQVpTR7zbKcq9vnEaGy3xLEf-_v_oA.jpg,4,342,,
H4Ody0J3CgQEIrLX,Woolee炸鸡,-,￥0,更多美食,澳门半岛,https://www.dianping.com/shop/H4Ody0J3CgQEIrLX,http://qcloud.dpfile.com/pc/nk3ag4s2p_S9OrM7FbvnZWrTbSK0upaRKnmPd54HeAGcFMSWLVOmqUQMV3kVNKhTbKcq9vnEaGy3xLEf-_v_oA.jpg,3,342,,
